id;var2;LIST2008;LIST2009;LIST2010;var1;LIST2011;var0;LIST2012;IMG;tipomattess;BARCODE;codice;DESCRIZIONE;codcli;DESCRIZIONE IN INGLESE;COLOUR ;FABRICGLASS;dimCm.;VolM3;pzximb;imballoCm;for2012usd;fob2012eur; 30cbm ; 68cbm ;qxc;;Trasp.;DAZI USD;list2011calc;compreso2011;pesoKg;pesoimgKg;FORNITORE;fob2008USD;fob2009USD;fob2009EUR;fob2010USD;fob2010EUR;inctrasp
399;0,5;178,6;179;179;-0,5;179,9;-3,28;186;;270 GR. ECRU';;46120;OMBRELLONE BOLSENA d. CM. 300 COLOR ECRU' ;;3.0MX8R WOODEN MARKET UMBRELLA 8 RIBS IN SIZE OF 17X22X(1500+665)MM 2PCS POLE IN SIZE OF DIA48X(1500+1000)MM SCREW IN ALUM. CONNECTOR.METAL TO METAL TYPE, BRASS PLATED W/DOUBLE PULLY SYSTEM WOOD MAERIAL: NYATOH WOOD WOOD FINISH:IN OIL FINISH W/WOODEN HUB&RUNNER:DIA120MM W/PLASTIC FINIAL:DIA80MM W/RING UNDER THE RUNNER W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER W/16PCS WRAPPING ON RIBS W/8PCS ?LCLIP AT THE END OF RIBS COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT ;ECRU';NATIRAL COLOR;300 cm;0,053;1;162x18x18 ;41,37;32,24;;1273;1226;;5,71;2,48;185,97;37,95;11,5;12,3;PCA;40,3;;30,22;38,22;29,07;15,04
400;0,5;178,6;179;179;-0,5;179,9;-3,28;186;; 270 GR. VERDE;;46121;OMBRELLONE BOLSENA d. CM. 300 COLOR VERDE;;3.0MX8R WOODEN MARKET UMBRELLA 8 RIBS IN SIZE OF 17X22X(1500+665)MM 2PCS POLE IN SIZE OF DIA48X(1500+1000)MM SCREW IN ALUM. CONNECTOR.METAL TO METAL TYPE, BRASS PLATED W/DOUBLE PULLY SYSTEM WOOD MAERIAL: NYATOH WOOD WOOD FINISH:IN OIL FINISH W/WOODEN HUB&RUNNER:DIA120MM W/PLASTIC FINIAL:DIA80MM W/RING UNDER THE RUNNER W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER W/16PCS WRAPPING ON RIBS W/8PCS ?LCLIP AT THE END OF RIBS COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT ;VERDE SCURO;GREEN;300 cm;0,053;1;162x18x18 ;41,37;32,24;;1273;1226;;5,71;2,48;185,97;37,95;11,5;12,3;PCA;40,3;;30,22;38,22;29,07;15,04
401;-1,39;183,3;186,7;186,7;1,41;184,1;-3,05;189,9;; 270 GR. ECRU';;46124;OMBRELLONE BOLSENA CM. 200X300 COLOR ECRU';;2X3M WOODEN MARKET UMBRELLA W/FLAP 6RIBS IN SIZE OF 17X22X(1770+640+1000+610)MM 2PCS POLE IN SIZE OF DIA48X(1500+1000)MM SCREW IN ALUM. CONNECTOR, METAL TO METAL TYPE, BRASS PLATED W/DOUBLE PULLY SYSTEM WOOD MAERIAL: NYATOH WOOD WOOD FINISH: IN OIL FINISH W/WOODEN HUB&RUNNER:DIA120MM W/PLASTIC FINIAL:DIA80MM W/RING UNDER THE RUNNER W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER W/16PCS WRAPPING ON RIBS W/8PCS ?LCLIP AT THE END OF RIBS COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT ;ECRU';NATURAL COLOR;200x300 cm;0,059;1;181x18x18 cm;42,39;33,04;;1160;1101;;6,36;2,54;189,89;39,4;12;13,5;PCA;43,06;;31,74;39,2;29,82;16,14
402;-1,39;183,3;186,7;186,7;1,41;184,1;-3,05;189,9;; 270 GR. VERDE;;46125;OMBRELLONE BOLSENA CM. 200X300 COLOR VERDE;;2X3M WOODEN MARKET UMBRELLA W/FLAP 6RIBS IN SIZE OF 17X22X(1770+640+1000+610)MM 2PCS POLE IN SIZE OF DIA48X(1500+1000)MM SCREW IN ALUM. CONNECTOR, METAL TO METAL TYPE, BRASS PLATED W/DOUBLE PULLY SYSTEM WOOD MAERIAL: NYATOH WOOD WOOD FINISH: IN OIL FINISH W/WOODEN HUB&RUNNER:DIA120MM W/PLASTIC FINIAL:DIA80MM W/RING UNDER THE RUNNER W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER W/16PCS WRAPPING ON RIBS W/8PCS ?LCLIP AT THE END OF RIBS COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT ;VERDE SCURO;GREEN;200x300 cm;0,059;1;181x18x18 ;42,39;33,04;;1160;1101;;6,36;2,54;189,89;39,4;12;13,5;PCA;43,06;;31,74;39,2;29,82;16,14
403;8,23;246,8;252,8;252,8;-7,6;273,6;-2,81;281,5;; 270 GR. ECRU';;46126;OMBRELLONE BOLSENA CM. 300X300 COLOR ECRU';;3X3M WOODEN MARKET UMBRELLA W/FLAP 8RIBS IN SIZE OF 20X28X(2090+750+1497+723)MM 1PC POLE IN SIZE OF DIA48X2700MM W/DOUBLE PULLY SYSTEM WOOD MATERIAL: NYATOH WOOD WOOD FINISH: IN OIL FINISH W/WOODEN HUB & RUNNER: DIA130MM W/PLASTIC FINIAL: DIA80MM W/RING UNDER THE RUNNER W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER W/16PCS WRAPPING ON RIBS W/8PCS ?LCLIP AT THE END OF RIBS COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT ;ECRU';NATURAL COLOR;300x300 cm;0,102;1;275x19,5x19,5 ;60,41;47,08;;667;619;;11,31;3,62;281,45;58,39;20;20,5;PCA;54,22;;40,7;55,86;42,49;19,37
404;8,23;246,8;252,8;252,8;-7,6;273,6;-3,25;282,8;;270 GR. VERDE;;46127;OMBRELLONE BOLSENA CM. 300X300 COLOR VERDE;;3X3M WOODEN MARKET UMBRELLA W/FLAP 8RIBS IN SIZE OF 20X28X(2090+750+1497+723)MM 1PC POLE IN SIZE OF DIA48X2700MM W/DOUBLE PULLY SYSTEM WOOD MATERIAL: NYATOH WOOD WOOD FINISH: IN OIL FINISH W/WOODEN HUB & RUNNER: DIA130MM W/PLASTIC FINIAL: DIA80MM W/RING UNDER THE RUNNER W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER W/16PCS WRAPPING ON RIBS W/8PCS ?LCLIP AT THE END OF RIBS COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT ;VERDE SCURO;GREEN;300x300 cm;0,102;1;275x19,5x19,5 ;60,41;47,08;;667;604;;11,59;3,62;282,81;58,67;20;20,5;PCA;54,22;;40,7;55,86;42,49;19,75
405;8,72;276,9;279,8;279,8;-8,02;304,2;-2,9;313,3;;270 GR. ECRU';;46128;OMBRELLONE BOLSENA CM. 300X400 COLOR ECRU';;3X4M WOODEN MARKET UMBRELLA W/FLAP 8RIBS IN SIZE OF 20X28X(2460+940+2000+920+1525+900)MM 1PC POLE IN SIZE OF DIA48X2700MM WOOD MATERIAL: NYATOH WOOD WOOD FINISH:IN OIL FINISH W/WOODEN HUB & RUNNER: DIA130MM W/PLASTIC FINIAL: DIA80MM W/RING UNDER THE RUNNER W/DOUBLE PULLY SYSTEM W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER W/16PCS WRAPPING ON RIBS W/8PCS ?LCLIP AT THE END OF RIBS COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT ;ECRU';NATURAL COLOR;300x400 cm;0,105;1;275x19,5x19,5;68,9;53,7;;648;619;;11,31;4,13;313,35;65,01;19,8;22,6;PCA;62,47;;46,05;63,7;48,45;17,4
406;8,72;276,9;279,8;279,8;-8,02;304,2;-2,9;313,3;; 270 GR. VERDE;;46129;OMBRELLONE BOLSENA CM. 300X400 COLOR VERDE;;3X4M WOODEN MARKET UMBRELLA W/FLAP 8RIBS IN SIZE OF 20X28X(2460+940+2000+920+1525+900)MM 1PC POLE IN SIZE OF DIA48X2700MM WOOD MATERIAL: NYATOH WOOD WOOD FINISH:IN OIL FINISH W/WOODEN HUB & RUNNER: DIA130MM W/PLASTIC FINIAL: DIA80MM W/RING UNDER THE RUNNER W/DOUBLE PULLY SYSTEM W/8PCS DECORATION LEATHER POCKET ON TOP OF COVER W/16PCS WRAPPING ON RIBS W/8PCS ?LCLIP AT THE END OF RIBS COVER:270g/m2 POLYESTER W/GENERIC WATER REPELLENT ;VERDE SCURO;GREEN;300x400 cm;0,105;1;275x19,5x19,5;68,9;53,7;;648;619;;11,31;4,13;313,35;65,01;19,8;22,6;PCA;62,47;;46,05;63,7;48,45;17,4
407;4,87;674,8;709;709;-4,64;743,5;-4,11;775,4;; 310 GR. ECRU';;46140;OMBRELLONE BRACCIANO CM. d. 300 COLOR ECRU';;3M THREE TIER COMMERCIAL USE TEAK WOOD MARKET UMBRELLA W/ROTATING TILT SYSEM 8RIBS IN SIZE OF 20x30x(1500+665)MM 1PC POLE IN SIZE OF DIA48X(615+805+1000)MM SCREW IN LONG S/S CONNECTOR IN DIM COLOR WOOD MATERIAL: TEAK WOOD WOOD FINISH: SANDING ONLY W/WOODEN HUB & RUNNER: DIA110MM W/WOODEN FINIAL: DIA80MM W/DOUBLE PULLY SYSTEM(DELUXE) W/16PCS ?USHAPE BRACKETS ON HUB & RUNNER W/1PC S/S PIN & CHAIN W/24PCS SLEEVE ON LONG/SHORT RIBS IN S/S COLOR W/8PCS S/S RIVETS ON LONG/SHORT RIBS W/16PCS S/S RIVETS ON HUB & RUNNER W/8PCS SOCKET ON RIB END W/8PCS LEATHER PATCHES ON COVER W/LEATHER ROPE HOLDER W/ALUM. BOTTOM PROTECTOR IN S/S COLOR COVER:310g/m2 SUNPOLY W/GENERIC WATER REPELLENT REMARK: ALL HARDWARE IN S/S DIM COLOR THE COVER & FRAME WILL BE PACKED IN SEPARATE CARTON ;ECRU';NATURAL COLOR;300 cm;0,106;1;166X24X24 45X32X7;191,43;149,2;;642;600;;11,67;11,49;775,39;160,87;;;PCA;172,46;;131,6;177;134,63;7,25
408;2,04;630,9;666,4;666,4;-2;680;-3,72;706,3;; 310 GR. ECRU';;46144;OMBRELLONE BRACCIANO CM. 200X300 COLOR ECRU';;2X3M THREE TIER COMMERCIAL USE TEAK WOOD MARKET UMBRELLA 6RIBS IN SIZE OF 20X35X(1770+640+1000+610)MM 1PC POLE IN SIZE OF DIA48X2500MM WOOD MATERIAL: TEAK WOOD WOOD FINISH: SANDING ONLY W/TEAK WOOD HUB & RUNNER: DIA110MM W/TEAK WOOD FINIAL IN DOME SHAPE: DIA80MM IN DOME SHAPE W/DOUBLE PULLY SYSTEM(DELUXE) W/12PCS ?USHAPE BRACKETS ON HUB & RUNNER W/1PC S/S PIN & CHAIN W/18PCS SLEEVE ON LONG/SHORT RIBS IN S/S COLOR W/ 6PCS S/S RIVETS ON LONG/SHORT RIBS W/12PCS S/S RIVETS ON HUB & RUNNER W/6PCS SOCKET ON RIB END W/6PCS LEATHER PATCHES ON COVER W/LEATHER ROPE HOLDER W/ALUM. BOTTOM PROTECTOR IN S/S COLOR COVER:310g/mì SPUNPOLY W/GENERIC WATER REPELLENT REMARK: ALL HARDWARE IN S/S DIM COLOR THE COVER & FRAME WILL BE PACKED IN SEPARATE CARTON ;;;200x300 cm;0,165;1;255x24,5x24,5 40x30x10;171,95;134,02;;412;603;;11,61;10,32;706,3;145,63;;;PCA;153,21;;121,93;159;120,94;7,97
409;8,61;786,9;830,9;;-100;902,4;-3,68;936,9;; 310 GR. ECRU';;46146;OMBRELLONE BRACCIANO CM. 300X300 COLOR ECRU';;3X3M THREE TIER COMMERCIAL USE TEAK WOOD MARKET UMBRELLA 8RIBS IN SIZE OF 20X35X(2090+750+1497+723)MM 1PC POLE IN SIZE OF DIA48X2700MM WOOD MATERIAL: TEAK WOOD WOOD FINISH:SANDING ONLY W/TEAK WOOD HUB & RUNNER: DIA110MM W/TEAK WOOD FINIAL IN DOME SHAPE: DIA80MM IN DOME SHAPE W/DOUBLE PULLY SYSTEM W/16PCS ?USHAPE BRACKETS ON HUB & RUNNER W/1PC S/S PIN & CHAIN W/24PCS SLEEVE ON LONG/SHORT RIBS IN S/S COLOR W/8PCS S/S RIVETS ON LONG/SHORT RIBS W/16PCS S/S RIVETS ON HUB & RUNNER W/8PCS SOCKET ON RIB END W/8PCS LEATHER PATCHES ON COVER W/LEATHER ROPE HOLDER W/ALUM. BOTTOM PROTECTOR IN S/S COLOR COVER:310g/mì SPUNPOLY W/GENERIC WATER REPELLENT REMARK: ALL HARDWARE IN S/S DIM COLOR THE COVER & FRAME WILL BE PACKED IN SEPARATE CARTON ;;;300x300 cm;0,181;1;275x24,5x24,5 48x37x11;221,7;172,8;;376;397;;17,63;13,3;936,9;190,43;;;PCA;194,38;;147,1;205;155,93;9,26
410;4,01;965,8;1018,5;1018,5;-3,85;1059,3;-3,67;1099,7;; 310 GR. ECRU';;46148;OMBRELLONE BRACCIANO CM. 300X400 COLOR ECRU';;3X4M THREE TIER COMMERCIAL USE TEAK WOOD MARKET UMBRELLA 8RIBS IN SIZE OF 20X40X(2460+940+2000+920+1525+900))MM 1PC POLE IN SIZE OF DIA58X2700MM WOOD MATERIAL:TEAK WOOD WOOD FINISH:SANDING ONLY W/TEAK WOOD HUB & RUNNER: DIA120MM W/TEAK WOOD FINIAL IN DOME SHAPE: DIA80MM IN DOME SHAPE W/16PCS ?USHAPE BRACKETS ON HUB & RUNNER W/1PC S/S PIN & CHAIN W/24PCS SLEEVE ON LONG/SHORT RIBS IN S/S COLOR W/8PCS S/S RIVETS ON LONG/SHORT RIBS W/16PCS S/S RIVETS ON HUB & RUNNER W/8PCS SOCKET ON RIB END W/8PCS LEATHER PATCHES ON COVER W/LEATHER ROPE HOLDER W/ALUM. BOTTOM PROTECTOR IN S/S COLOR COVER:310g/mì SPUNPOLY W/GENERIC WATER REPELLENT REMARK: ALL HARDWARE IN S/S DIM COLOR THE COVER & FRAME WILL BE PACKED IN SEPARATE CARTON ;ECRU';NATURAL COLOR;300x400 cm;0,196;1;275x25,5x25,5 45x36x11;259,56;202,3;;;330;;21,21;15,57;1099,7;223,52;;;PCA;241,55;;180,65;240;182,55;9,49
411; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
412; ;;;;;;;;;;;46170;OMBRELLONE VICO CM. 300X 400, d. MM. 48 COLOR ECRU;PCA-ARAPC-3040;3X4MX8R ALUMINIUM COMMERCIAL USE UMBRELLA 8RIBS IN SIZE OF 20X30X(2460+2000+1525+940+920+900)MM 1PC ALUM POLE IN SIZE OF DIA48X2700MM THICKNESS: 1.8MM ALUM.FINISH: OXIDATION TREATMENT (SATIN FINISH MATT S/S COLOR) W/DOUBLE S/S PULLY SYSTEM W/1PC S/S PIN CHAIN W/16PCS S/S ?U?SHAPE BRACKETS ON HUN& RUNNER W/8PCS S/S RIVETS ON ?USHAPR BRACKETS W/WOODEN HUB & RUNNER: DIA110MM W/FULL ALUM. PROTECTOR ON HUB & RUNNER W/8PCS LEATHER PATCHES ON COVER W/LEATHER ROPE HOLDER COVER: 310G/M2 SPUNPOLY W/GENERIC WATER REPELLENT REMEAK: ALL THE HARDWARE IS IN S/S DIM COLOR.;310 GR/M2 SPUNPOLY;;3X4M SQUARE;0,134552;1;278X22X22CM;153,7;119,8;;;;;;9,22;;;;;PCA;;;;;;0
413;7,23;1289;1613,3;1743,6;0,79;1729,9;-3,78;1797,8;; 310 GR. ECRU';;46240;OMBRELLONE TRASIMENO CM. 300X300 C OLOR ECRU';;3X3M THREE TIRED COMMERCIAL USE WOODEN FREE POLE UMBRELLA (WITHOUT FLAP) W/360õROTATING MECHANISM W/HANDLE AUTO LOCKED CARNK MECHNISM 8RIBS IN SIZE OF 20X35X(2090+750+1497+723)MM 2PCS POLE IN SIZE OF DIA93X93X(2200+2200)MM WOOD MATERIAL:NYATOH WOOD WOOD FINISH:OIL FINISH W/WOODEN HUB&RUNNER:DIA110MM W/ALUM. PROTECTOR ON HUB & RUNNER W/16PCS ?USHAPE BRACKETS ON HUB & RUNNER W/8PCS S/S RIVETS ON LONG/SHORT RIBS W/16PCS S/S RIVETS ON HUB & RUNNER W/8PCS S/S WRAPPING ON LONG RIBS W/24PCS SLEEVE ON SHORT RIBS W/8PCS SOCKETS ON RIBS END W./SAFETY CHAIN COVER:310g/m2 SPUNPOLY W/GENERIC WATER REPELLENT PACKING:CARTON FOR UMBRELLA: REMARK: ALL THE HARDWARE IS IN S/S DIM COLOR, INCLUDING THE POLE CONNECTOR AND CROSS BASE. STAINLESS STEEL #304 cross base size 90X12XH8.3CM;ECRU';NATURAL COLOR cross base size 90X12XH8.3CM;300x300 cm;0,317;0,5;237x26x26 cm 243x34x19 cm;459,63;358,24;;215;262;;26,72;27,58;1797,76;384,96;;;PCA;310,7;;308,62;465;351,84;6,94
414;8,63;1359,9;1670,8;1823,7;0,48;1815;-3,76;1886;; 310 GR. ECRU';;46244;OMBRELLONE TRASIMENO CM. 300X400 COLORE CRU';;3X4M THREE TIERED COMMERCIAL USE WOODEN FREE POLE UMBRELLA (WITHOUT FLAP) W/360õROTATING MECHANISM W/HANDLE QUTO LOCKED CARNK MECHNISM 8RIBS IN SIZE OF 20X35X(2460+940+2000+920+1525+900)MM 2PCS POLE IN SIZE OF DIA93X93X(2200+2200)MM WOOD MATERIAL:NYATOH WOOD WOOD FINISH:OIL FINISH WOODEN HUB & RUNNER:DIA110MM W/ALUM. PROTECTOR ON HUB & RUNNER W/16PCS ?USHAPE BRACKETS ON HUB & RUNNER W/8PCS S/S RIVETS ON LONG/SHORT RIBS W/16PCS S/S RIVETS ON HUB & RUNNER W/8PCS S/S WRAPPING ON LONG RIBS W/24PCS SLEEVE ON SHORT RIBS W/8PCS SOCKETS ON RIBS END W./SAFETY CHAIN COVER:310g/m2 SPUNPOLY W/GENERIC WATER REPELLENT PACKING:CARTON FOR UMBRELLA: REMARK: ALL THE HARDWARE IS IN S/S DIM COLOR, INCLUDING THE POLE CONNECTOR AND CROSS BASE. STAINLESS STEEL #304 cross base size 90X12XH8.3CM;ECRU'; NATURAL COLOR cross base size 90X12XH8.3CM;300x400 cm;0,342;0,5;243x34x19 cm 274x26x26 cm;475,86;370,89;;199;244;;28,69;28,55;1886,01;399,58;;;PCA;327,63;;315,15;480;363,25;7,18
415;3,37;707;757,7;757,7;-3,26;783,2;-3,27;809,7;; 270 GR. ECRU';;46233;OMBRELLONE AVERNO CM. 300X300 COLOR ECRU';;3X3M WOODEN FREE POLE UMBRELLA W/FLAP W/360õROTATING MECHANISM W/HANDLE AUTO LOCKED CARNK MECHNISM 8RIBS IN SIZE OF 20X35X(2090+750+1497+723)MM 2PCS POLE IN SIZE OF DIA93X93X(2200+2200)MM WOOD MATERIAL:NYATOH WOOD WOOD FINISH:IN OIL FINISH W/WOODEN HUB&RUNNER:DIA140MM COVER:270G/M2 POLYESTER W/GENERIC WATER REPELLENT PACKING:CARTON FOR UMBRELLA: REMARK: POLE CONNECTOR & CROSS BASE ARE IN STEEL IN POWDER COATING. cross base size 90X12XH8.3CM COVER WITH BAND IN BLACK COLOR;ECRU';NATURAL COLOR cross base size 90X12XH8.3CM;300x300 cm;0,261;0,5;237x21x21 cm 243x34x19 cm;211,89;165,15;;261;262;;26,72;12,71;809,68;191,87;13,5;14,9;PCA;183,75;;150;195;148,37;13,93
416;3,37;707;757,7;757,7;-3,26;783,2;-3,27;809,7;; 270 GR.;;46234;OMBRELLONE AVERNO CM. 300X300 COLOR VERDE;;3X3M WOODEN FREE POLE UMBRELLA W/FLAP W/360õROTATING MECHANISM W/HANDLE QUTO LOCKED CARNK MECHNISM 8RIBS IN SIZE OF 20X35X(2090+750+1497+723)MM 2PCS POLE IN SIZE OF DIA93X93X(2200+2200)MM WOOD MATERIAL:NYATOH WOOD WOOD FINISH:OIL FINISH W/WOODEN HUB&RUNNER:DIA140MM COVER:270G/M2 POLYESTER W/GENERIC WATER REPELLENT PACKING:CARTON FOR UMBRELLA: REMARK: POLE CONNECTOR & CROSS BASE ARE IN STEEL IN POWDER COATING. cross base size 90X12XH8.3CM COVER WITH BAND IN BLACK COLOR;VERDE SCURO;GREEN COLOR cross base size 90X12XH8.3CM;300x300 cm;0,261;0,5;237x21x21 cm 243x34x19 cm;211,89;165,15;;261;262;;26,72;12,71;809,68;191,87;13,5;14,9;PCA;183,75;;150;195;148,37;13,93
417;4,8;775,5;787,9;787,9;-4,58;825,7;-2,89;850,3;; 270 GR. ECRU';;46237;OMBRELLONE AVERNO CM. 300X400 COLOR ECRU';;3X4M WOODEN FREE POLE UMBRELLA W/FLAP W/360õROTATING MECHANISM W/HANDLE QUTO LOCKED CARNK MECHNISM 8RIBS IN SIZE OF 20X35X(2460+940+2000+920+1525+900)MM 2PCS POLE IN SIZE OF DIA93X93X(2200+2200)MM WOOD MATERIAL:NYATOH WOOD WOOD FINISH:OIL FINISH WOODEN HUB & RUNNER:DIA140MM COVER:270G/M2 POLYESTER W/GENERIC WATER REPELLENT PACKING: CARTONFOR UMBRELLA: REMARK: POLE CONNECTOR & CROSS BASE ARE IN STEEL IN POWDER COATING cross base size 90X12XH8.3CM COVER WITH BAND IN BLACK COLOR;ECRU'; NATURAL COLOR cross base size 90X12XH8.3CM;300x400 cm;0,277;0,5;243x34x19 cm 274x21x21 cm;221,7;172,8;;245;244;;28,69;13,3;850,26;201,48;17,8;18,8;PCA;202,65;;155,24;205;155,93;14,24
418;4,8;775,5;787,9;787,9;-4,58;825,7;-2,89;850,3;; 270 GR. VERDE;;46238;OMBRELLONE AVERNO CM. 300X400 COLOR VERDE;;3X4M WOODEN FREE POLE UMBRELLA W/FLAP W/360õROTATING MECHANISM W/HANDLE QUTO LOCKED CARNK MECHNISM 8RIBS IN SIZE OF 20X35X(2460+940+2000+920+1525+900)MM 2PCS POLE IN SIZE OF DIA93X93X(2200+2200)MM WOOD MATERIAL:NYATOH WOOD WOOD FINISH:OIL FINISH WOODEN HUB & RUNNER:DIA140MM COVER:270G/M2 POLYESTER W/GENERIC WATER REPELLENT PACKING: CARTONFOR UMBRELLA: REMARK: POLE CONNECTOR & CROSS BASE ARE IN STEEL IN POWDER COATING cross base size 90X12XH8.3CM COVER WITH BAND IN BLACK COLOR ;VERDE SCURO; GREEN COLOR cross base size 90X12XH8.3CM;300x400 cm;0,277;0,5;243x34x19 cm 274x21x21 cm;221,7;172,8;;245;244;;28,69;13,3;850,26;201,48;17,8;18,8;PCA;202,65;;155,24;205;155,93;14,24
419; ;;;;;686,5;-3,54;711,7;;;;42520;AMACA CON SUPPORTO ACAPULCO CM 410X95X152 H FSC ;PCA-HB-L DOUBLE;Hammock bed with wooden arc Hammock stand; SPECIFICATION OF WOODEN ARC HAMMOCK: FRAME OPEN SIZE:L4100XW980XH1450MM WOOD MATERIAL:FSC EUCALYPTUS BEND WOOD WOOD FINISH:PAINT IN NATURAL COLOR WOOD BEAM SIZE:70X100MM W/TRIPLE SCREW SYSTEM SPECIFICATION OF HAMMOCK BED: BED SIZE:W1300XL2400MM FABRIC:310G/M2 SPUNPOLY IN SOLID COLOR W/TWO LAYERS FABRIC AND FOAM INSIDE BEARABLE LOAD: 200KGS STAINLESS STEEL HARDWARE SPECIFICATION OF PILLOW: 230G/M2 POLYESTER W/WATER REPELLENT W/ZIPPER;ECRU' FSC WOOD NATURAL FABRIC;400x98x145;0,2;1;196*33*31;156,45;128,84;150;;372;;18,82;18,77;711,71;147,66;;;PCA;;;;;13,41;12,74
420; ;;;;;503,3;-3,43;521,2;;;;42500;AMACA CON SUPPORTO RIO CM 383X89X120 H FSC ;PCA-HB- M SIMPLE;Hammock bed with wooden arc Hammock stand; SPECIFICATION OF WOODEN ARC HAMMOCK: FRAME OPEN SIZE:L3850XW890XH1200MM WOOD MATERIAL:FSC EUCALYPTUS BEND WOOD WOOD FINISH:PAINT IN NATURAL COLOR WOOD BEAM SIZE:60X80MM W/TRIPLE SCREW SYSTEM SPECIFICATION OF HAMMOCK BED: BED SIZE:W1200XL2200MM FABRIC:310G/M2 SPUNPOLY IN SOLID COLOR W/TWO LAYERS FABRIC AND FOAM INSIDE BEARABLE LOAD: 200KGS STAINLESS STEEL HARDWARE SPECIFICATION OF PILLOW: 230G/M2 POLYESTER W/WATER REPELLENT W/ZIPPER ;ECRU' FSC WOOD NATURAL FABRIC;385x89x120 ;0,152;1;176*31*28;111,3;91,66;197;447;425;;16,47;13,36;521,18;108,13;;;PCA;;;;;9,54;15,23
421; ;;;;;184,1;3,37;178,1;;;;42620;AMACA CARACAS CM 130X240;HAMMOCK BED ONLY-L WITH/O PILLOW;HAMMOCK BED ONLY-L BED SIZE: W1300XL2400MM MATERIAL: 310 g/m2 SPUNPOLY WITH 2LAYERS FABRIC & FOAM INSIDE WOODEN: EUCALYPTUS BEND WOOD WOOD FINISH: PAINT IN NATURAL COLOR WOODEN SIZE: 33X21CM WITH S/S HOOKS ;ECRU';NATURAL FABRIC;130X230;0,062;1;140X21X21;35,7;29,4;484;1097;928;;7,54;4,28;178,07;36,94;;;PCA;;;;36,5;29,13;20,42
422; ;;;;;169,7;11,21;152,6;;;;42600;AMACA PANAMA CM 120X220;HAMMOCK BED ONLY-M WITH/O PILLOW;HAMMOCK BED ONLY-M BED SIZE: W1200XL2200MM MATERIAL: 310 g/m2 SPUNPOLY WITH 2LAYERS FABRIC & FOAM INSIDE WOODEN: EUCALYPTUS BEND WOOD WOOD FINISH: PAINT IN NATURAL COLOR WOODEN SIZE: 33X21CM WITH S/S HOOKS ;ECRU';NATURAL FABRIC;120X230;0,051;1;126x2x02x0;31,91;26,28;588;1333;1300;;5,38;3,83;152,62;31,66;;;PCA;;;;33;26,31;17,01
423; ;;;;;1336,6;-8,6;1462,4;;;;46250;OMBRELLONE NEMI CM. 300X300 MM. 93X93 COLOR ECRU';PCA-AHUB-3030; 3X3M ALUM FREE POLE UMBRELLA W/FLAP COVER WITH BAND BLACK COLOR BASE WEIGHT:50KG/PC 2PCS/100KGS 8PCS ALUM. RIBS IN SIZE OF 20X30X(2090+750+1497+723)MM(T1.0MM) 2PCS ALUM.POLE IN SIZE OF DIA 93X93X(2200+2200)MM W/ALUM HUB & RUNNER:DIA110MM W/FULL ALUM PROTECTOR ON HUB & RUNNER W/16PCS ?USHAPE S/S BRACKET ON HUB & RUNNER W/LEATHER PATCHES UNDER COVER COVER:310G/M2 SPUNPOLY PACKING:CARTON FOR UMBRELLA: CARTON FOR UMBRELLA BASE: REINFORCED RIBS AND SS HARDWARE   ;310g/m2 spunpoly ss hardware;;3x3m;0,39;1;1PC/3CTNS 243X34X19 CM /237X22X22CM /114X82.5X7CM 1PC/ 2CTN /57X57X14CM (H);322,87;265,89;77;174;160;;37,5;38,74;1462,35;303,39;;;PCA;;;;;;12,36
